gene_id,source,candidate_target
CA2,go,False
CA4,go,False
CA6,go,False
CABP4,go,False
CACNA1A,go,False
CACNA1C-AS2,go,False
CACNA1D,go,False
CACNA1E,go,False
CACNA1G,go,False
CACNA1S,go,False
CACNA2D4,go,False
CACNG3,go,False
CACNG8,go,False
CADM2,go,False
CALCR,go,False
CALHM1,go,False
CALHM3,go,False
CALML6,go,False
CALY,go,False
CAMK1D,go,False
CAMK2A,go,False
CAMK2D,go,False
CAMP,go,False
CAPN3,go,False
CAPN9,go,False
CARD16,go,False
CARD8-AS1,go,False
CARMN,go,False
CARTPT,go,False
CASC15,go,False
CASC16,go,False
CASC8,go,False
CASC9,go,False
CASP1,go,False
CASP4,go,False
CASQ1,go,False
CATSPER1,go,False
CATSPERD,go,False
CATSPERG,go,False
CAV1,go,False
CBLB,go,False
CBR3,go,False
CCDC122,go,False
CCDC141,go,False
CCDC144A,go,False
CCDC146,go,False
CCDC148,go,False
CCDC149,go,False
CCDC152,go,False
CCDC157,go,False
CCDC159,go,False
CCDC173,go,False
CCDC177,go,False
CCDC183,go,False
CCDC189,go,False
CCDC190,go,False
CCDC30,go,False
CCDC60,go,False
CCDC64B,go,False
CCDC70,go,False
CCDC74B,go,False
CCDC80,go,False
CCDC87,go,False
CCL16,go,False
CCL2,go,False
CCL22,go,False
CCL3,go,False
CCL3L3,go,False
CCL4,go,False
CCL4L2,go,False
CCL5,go,False
CCM2L,go,False
CCNG2,go,False
CCNJL,go,False
CCR1,go,False
CCR4,go,False
CCR7,go,False
CCR9,go,False
CCRL2,go,False
CD101,go,False
CD14,go,False
CD160,go,False
CD180,go,False
CD2,go,False
CD200R1L,go,False
CD209,go,False
CD24,go,False
CD244,go,False
CD248,go,False
CD28,go,False
CD300A,go,False
CD300LF,go,False
CD300LG,go,False
CD36,go,False
CD37,go,False
CD3G,go,False
CD4,go,False
CD44,go,False
CD48,go,False
CD70,go,False
CD72,go,False
CD74,go,False
CD82,go,False
CD84,go,False
CD86,go,False
CD93,go,False
CDC20B,go,False
CDC42EP5,go,False
CDCP1,go,False
CDH15,go,False
CDHR4,go,False
CDHR5,go,False
CDK14,go,False
CDK15,go,False
CDK18,go,False
CDK20,go,False
CDK5R2,go,False
CDKL5,go,False
CDRT4,go,False
CDSN,go,False
CEACAM1,go,False
CEACAM18,go,False
CEACAM20,go,False
CECR1,go,False
CECR5-AS1,go,False
CELA1,go,False
CELA2A,go,False
CELA2B,go,False
CELA3A,go,False
CELF3,go,False
CELF4,go,False
CENPU,go,False
CERS3,go,False
CES4A,go,False
CFAP126,go,False
CFAP46,go,False
CFAP52,go,False
CFAP53,go,False
CFAP57,go,False
CFAP58-AS1,go,False
CFAP70,go,False
CFHR3,go,False
CFHR5,go,False
CFLAR,go,False
CFLAR-AS1,go,False
CFP,go,False
CGA,go,False
CH17-125A10.2,go,False
CH17-189H20.1,go,False
CH17-340M24.3,go,False
CH17-353B19.1,go,False
CH507-216K13.2,go,False
CH507-42P11.5,go,False
CH507-513H4.1,go,False
CH507-528H12.1,go,False
CHD5,go,False
CHGB,go,False
CHIT1,go,False
CHRDL2,go,False
CHRFAM7A,go,False
CHRM5,go,False
CHRNA2,go,False
CHRNA3,go,False
CHRNA6,go,False
CHRNA9,go,False
CHRNE,go,False
CHRNG,go,False
CHST15,go,False
CHST3,go,False
CHST8,go,False
CIB3,go,False
CIDEB,go,False
CITED4,go,False
CITF22-49E9.3,go,False
CKAP4,go,False
CKM,go,False
CKMT2,go,False
CLC,go,False
CLDN14,go,False
CLDN18,go,False
CLDN19,go,False
CLDN4,go,False
CLDN9,go,False
CLEC10A,go,False
CLEC3B,go,False
CLEC4A,go,False
CLEC4D,go,False
CLEC4E,go,False
CLEC4G,go,False
CLEC4M,go,False
CLEC6A,go,False
CLIC3,go,False
CLIP2,go,False
CLLU1,go,False
CLNK,go,False
CLSTN2,go,False
CMB9-22P13.1,go,False
CMTM2,go,False
CMTM5,go,False
CMYA5,go,False
CNDP1,go,False
CNGB1,go,False
CNGB3,go,False
CNNM1,go,False
CNR2,go,False
CNTD2,go,False
CNTLN,go,False
CNTN2,go,False
CNTN5,go,False
COL14A1,go,False
COL15A1,go,False
COL18A1-AS1,go,False
COL18A1-AS2,go,False
COL21A1,go,False
COL24A1,go,False
COL27A1,go,False
COL6A1,go,False
COL6A3,go,False
COL6A5,go,False
COL8A1,go,False
COL9A2,go,False
COL9A3,go,False
COLCA1,go,False
COLQ,go,False
CORO6,go,False
COX4I2,go,False
COX6A2,go,False
CP,go,False
CPE,go,False
CPEB1-AS1,go,False
CPEB2-AS1,go,False
CPN2,go,False
CPNE5,go,False
CPO,go,False
CPZ,go,False
CR1,go,False
CRABP2,go,False
CRAT37,go,False
CRB1,go,False
CREBRF,go,False
CRHBP,go,False
CRHR2,go,False
CRISP2,go,False
CRISP3,go,False
CRISPLD2,go,False
CRLF2,go,False
CRTAC1,go,False
CRYBA2,go,False
CRYL1,go,False
CSF1R,go,False
CSF2,go,False
CSF2RA,go,False
CSF3R,go,False
CSMD3,go,False
CSNK1G2-AS1,go,False
CSRP3,go,False
CST1,go,False
CST7,go,False
CST9L,go,False
CSTA,go,False
CT45A1,go,False
CT45A3,go,False
CTA-212A2.4,go,False
CTA-221G9.12,go,False
CTA-228A9.3,go,False
CTA-228A9.4,go,False
CTA-243E7.4,go,False
CTA-268H5.14,go,False
CTA-305I2.1,go,False
CTA-31J9.2,go,False
CTA-373H7.7,go,False
CTA-384D8.34,go,False
CTA-384D8.35,go,False
CTA-390C10.9,go,False
CTA-407F11.7,go,False
CTA-992D9.11,go,False
CTB-113P19.5,go,False
CTB-114C7.4,go,False
CTB-118N6.2,go,False
CTB-118P15.2,go,False
CTB-127C13.1,go,False
CTB-133G6.1,go,False
CTB-133G6.2,go,False
CTB-138E5.1,go,False
CTB-13F3.1,go,False
CTB-161C1.1,go,False
CTB-175E5.7,go,False
CTB-178M22.2,go,False
CTB-179K24.3,go,False
CTB-186G2.1,go,False
CTB-35F21.5,go,False
CTB-47B11.3,go,False
CTB-49A3.5,go,False
CTB-50L17.16,go,False
CTB-55O6.12,go,False
CTB-58E17.9,go,False
CTB-60E11.9,go,False
CTB-61M7.2,go,False
CTB-92J24.3,go,False
CTBP1-AS,go,False
CTC-203F4.2,go,False
CTC-218B8.3,go,False
CTC-281F24.5,go,False
CTC-286N12.1,go,False
CTC-325J23.2,go,False
CTC-340A15.2,go,False
CTC-367J11.1,go,False
CTC-425F1.4,go,False
CTC-457L16.2,go,False
CTC-459M5.1,go,False
CTC-479C5.6,go,False
CTC-480C2.1,go,False
CTC-490E21.10,go,False
CTC-490E21.12,go,False
CTC-490E21.14,go,False
CTC-492K19.4,go,False
CTC-493L21.1,go,False
CTC-510F12.2,go,False
CTC-548K16.1,go,False
CTC-573N18.1,go,False
CTC-806A22.1,go,False
CTD-2008P7.1,go,False
CTD-2008P7.8,go,False
CTD-2012K14.6,go,False
CTD-2013N17.4,go,False
CTD-2015H3.1,go,False
CTD-2017C7.2,go,False
CTD-2017F17.1,go,False
CTD-2020K17.1,go,False
CTD-2021H9.2,go,False
CTD-2026D20.2,go,False
CTD-2026K11.4,go,False
CTD-2031P19.5,go,False
CTD-2035E11.3,go,False
CTD-2035E11.5,go,False
CTD-2036A18.2,go,False
CTD-2081C10.1,go,False
CTD-2083E4.6,go,False
CTD-2089N3.2,go,False
CTD-2091N23.1,go,False
CTD-2135D7.2,go,False
CTD-2135D7.5,go,False
CTD-2154B17.1,go,False
CTD-2176I21.2,go,False
CTD-2184C24.2,go,False
CTD-2184D3.7,go,False
CTD-2189E23.1,go,False
CTD-2196E14.5,go,False
CTD-2210P24.6,go,False
CTD-2213F21.3,go,False
CTD-2228A4.1,go,False
CTD-2231E14.8,go,False
CTD-2231H16.1,go,False
CTD-2246P4.1,go,False
CTD-2256P15.5,go,False
CTD-2260A17.1,go,False
CTD-2260A17.3,go,False
CTD-2288O8.1,go,False
CTD-2296D1.5,go,False
CTD-2302E22.4,go,False
CTD-2311M21.3,go,False
CTD-2314B22.1,go,False
CTD-2319I12.2,go,False
CTD-2325A15.5,go,False
CTD-2329C7.2,go,False
CTD-2330K9.3,go,False
CTD-2336O2.3,go,False
CTD-2337A12.1,go,False
CTD-2358C21.5,go,False
CTD-2377D24.6,go,False
CTD-2378E12.1,go,False
CTD-2501B8.1,go,False
CTD-2503O16.4,go,False
CTD-2507G9.1,go,False
CTD-2517M22.17,go,False
CTD-2521M24.8,go,False
CTD-2525I3.3,go,False
CTD-2525I3.6,go,False
CTD-2527I21.14,go,False
CTD-2527I21.7,go,False
CTD-2528A14.3,go,False
CTD-2530H12.4,go,False
CTD-2540B15.11,go,False
CTD-2540M10.1,go,False
CTD-2545H1.2,go,False
CTD-2545M3.8,go,False
CTD-2555O16.1,go,False
CTD-2562J15.4,go,False
CTD-2562J15.6,go,False
CTD-2566J3.1,go,False
CTD-2568A17.8,go,False
CTD-2589M5.4,go,False
CTD-2600O9.1,go,False
CTD-2616J11.16,go,False
CTD-2616J11.3,go,False
CTD-2616J11.9,go,False
CTD-2619J13.13,go,False
CTD-2623N2.5,go,False
CTD-2631K10.1,go,False
CTD-2639E6.9,go,False
CTD-2647E9.3,go,False
CTD-2653M23.3,go,False
CTD-2655K5.1,go,False
CTD-2666L21.1,go,False
CTD-3012A18.1,go,False
CTD-3032J10.3,go,False
CTD-3035K23.6,go,False
CTD-3037G24.4,go,False
CTD-3051D23.1,go,False
CTD-3064H18.4,go,False
CTD-3064M3.7,go,False
CTD-3065B20.3,go,False
CTD-3075F15.1,go,False
CTD-3076O17.1,go,False
CTD-3080P12.3,go,False
CTD-3126B10.4,go,False
CTD-3131K8.3,go,False
CTD-3149D2.4,go,False
CTD-3154N5.1,go,False
CTD-3154N5.2,go,False
CTD-3193K9.4,go,False
CTD-3193O13.1,go,False
CTD-3193O13.11,go,False
CTD-3193O13.13,go,False
CTD-3194G12.2,go,False
CTD-3195I5.3,go,False
CTD-3222D19.8,go,False
CTD-3252C9.4,go,False
CTNNA2,go,False
CTNNB1,go,False
CTSE,go,False
CTSK,go,False
CTSO,go,False
CTSW,go,False
CTTNBP2,go,False
CUBN,go,False
CXCL10,go,False
CXCL8,go,False
CXCR2,go,False
CXCR4,go,False
CXorf21,go,False
CXorf36,go,False
CYBA,go,False
CYBB,go,False
CYFIP2,go,False
CYP11A1,go,False
CYP19A1,go,False
CYP1A1,go,False
CYP1B1,go,False
CYP1B1-AS1,go,False
CYP27C1,go,False
CYP2C18,go,False
CYP2W1,go,False
CYP39A1,go,False
CYP3A4,go,False
CYP4F12,go,False
CYP4F3,go,False
CYP4F35P,go,False
CYSLTR1,go,False
CYSLTR2,go,False
CYTH4,go,False
CYTIP,go,False
CYTL1,go,False
DAAM2,go,False
DACT3,go,False
DAPK2,go,False
DAPP1,go,False
DCC,go,False
DCDC2B,go,False
DCLK3,go,False
DCN,go,False
DCST1,go,False
DDC,go,False
DDX4,go,False
DDX58,go,False
DDX60L,go,False
DEFB123,go,False
DENND1C,go,False
DENND2A,go,False
DENND3,go,False
DFNA5,go,False
DGKB,go,False
DGKG,go,False
DGKI,go,False
DHRS9,go,False
DHX58,go,False
DICER1-AS1,go,False
DKFZp779M0652,go,False
DKK3,go,False
DLEU7-AS1,go,False
DLGAP1-AS1,go,False
DLK1,go,False
DLL1,go,False
DNAAF1,go,False
DNAH10OS,go,False
DNAH2,go,False
DNAH9,go,False
DNAI2,go,False
DNAJB2,go,False
DNAJC15,go,False
DNAJC22,go,False
DNAJC28,go,False
DNAJC3-AS1,go,False
DNAJC5G,go,False
DNASE1,go,False
DNASE1L3,go,False
DNASE2B,go,False
DNM1P35,go,False
DNMBP-AS1,go,False
DNMT3L,go,False
DOK7,go,False
DOPEY2,go,False
DPCR1,go,False
DPEP2,go,False
DPP6,go,False
DPYS,go,False
DQX1,go,False
DRAXIN,go,False
DRC1,go,False
DRC7,go,False
DSC1,go,False
DSC3,go,False
DSCAM,go,False
DSCAS,go,False
DSCR8,go,False
DSE,go,False
DSG1-AS1,go,False
DSPP,go,False
DTX3,go,False
DUOXA1,go,False
DUOXA2,go,False
DUSP15,go,False
DUSP18,go,False
DUSP26,go,False
DUSP5,go,False
DUSP8,go,False
DYNC1I1,go,False
DYNLRB2,go,False
EAF1-AS1,go,False
EBI3,go,False
EDRF1-AS1,go,False
EFCAB12,go,False
EFEMP2,go,False
EFHC1,go,False
EFNB2,go,False
EGOT,go,False
ELANE,go,False
ELFN1,go,False
ELMOD1,go,False
EML6,go,False
EMP1,go,False
EMX2OS,go,False
ENAM,go,False
ENG,go,False
ENO4,go,False
ENPEP,go,False
ENPP5,go,False
ENPP6,go,False
ENTPD1,go,False
ENTPD8,go,False
EPB42,go,False
EPHB1,go,False
EPN3,go,False
EPS8,go,False
EPS8L3,go,False
EPSTI1,go,False
EPX,go,False
ERAP2,go,False
ERAS,go,False
ERMN,go,False
ERN2,go,False
ERO1B,go,False
ERP27,go,False
ERV3-1,go,False
ERVFRD-1,go,False
ERVH-1,go,False
EVA1A,go,False
EVC,go,False
EVI2A,go,False
EVI2B,go,False
EWSAT1,go,False
EXTL1,go,False
EYA4,go,False
EYS,go,False
F10-AS1,go,False
F13B,go,False
F2RL2,go,False
F3,go,False
FAAH,go,False
FABP2,go,False
FABP3,go,False
FABP7,go,False
FAIM2,go,False
FAM101B,go,False
FAM107A,go,False
FAM107B,go,False
FAM124A,go,False
FAM129A,go,False
FAM131A,go,False
FAM131B,go,False
FAM134B,go,False
FAM135B,go,False
FAM153B,go,False
FAM159A,go,False
FAM161B,go,False
FAM166B,go,False
FAM167A,go,False
FAM167B,go,False
FAM169A,go,False
FAM171B,go,False
FAM177B,go,False
FAM178B,go,False
FAM180B,go,False
FAM183A,go,False
FAM184B,go,False
FAM189A1,go,False
FAM19A2,go,False
FAM209A,go,False
FAM20A,go,False
FAM212B,go,False
FAM214B,go,False
FAM217A,go,False
FAM221B,go,False
FAM225B,go,False
FAM228B,go,False
FAM234A,go,False
FAM26F,go,False
FAM43A,go,False
FAM45A,go,False
FAM46A,go,False
FAM46C,go,False
FAM49A,go,False
FAM53B-AS1,go,False
FAM63A,go,False
FAM65B,go,False
FAM71B,go,False
FAM74A6,go,False
FAM74A7,go,False
FAM83E,go,False
FAM83F,go,False
FAM84B,go,False
FAM89A,go,False
FAM92B,go,False
FAM9C,go,False
FANCD2OS,go,False
FARP1-AS1,go,False
FAS,go,False
FAT4,go,False
FBLN1,go,False
FBLN2,go,False
FBN2,go,False
FBN3,go,False
FBP1,go,False
FBXO32,go,False
FBXO39,go,False
FBXO43,go,False
FBXW10,go,False
FCER2,go,False
FCGBP,go,False
FCGR1A,go,False
FCGR1B,go,False
FCGR2B,go,False
FCGR3A,go,False
FCMR,go,False
FCN1,go,False
FCRL2,go,False
FCRLA,go,False
FENDRR,go,False
FEZF1-AS1,go,False
FFAR2,go,False
FFAR4,go,False
FGD2,go,False
FGD3,go,False
FGD5,go,False
FGF19,go,False
FGF23,go,False
FGFBP1,go,False
FGFBP2,go,False
FGFR2,go,False
FGR,go,False
FHL1,go,False
FHOD3,go,False
FILIP1L,go,False
FLJ12825,go,False
FLJ27354,go,False
FLJ36000,go,False
FLJ42969,go,False
FLRT2,go,False
FLT1,go,False
FLT3LG,go,False
FMO1,go,False
FMO5,go,False
FMOD,go,False
FNDC7,go,False
FOLR1,go,False
FPGT-TNNI3K,go,False
FPR1,go,False
FRG2C,go,False
FRK,go,False
FRMD4B,go,False
FRMD7,go,False
FRMPD3,go,False
FRRS1L,go,False
FRY,go,False
FRZB,go,False
FSIP2,go,False
FSIP2-AS1,go,False
FST,go,False
FSTL1,go,False
FSTL4,go,False
FTCD-AS1,go,False
FTX,go,False
FUT2,go,False
FUT7,go,False
FUZ,go,False
FXYD4,go,False
FXYD6,go,False
FYB,go,False
FZD6,go,False
FZD7,go,False
GAB3,go,False
GABPB1-AS1,go,False
GABPB2,go,False
GABRA2,go,False
GABRG2,go,False
GABRP,go,False
GABRQ,go,False
GADD45B,go,False
