gene_id,source,candidate_target
CD24,go,False
CD302,go,False
CD36,go,False
CD74,go,False
CDA,go,False
CDC37L1,go,False
CDC42EP2,go,False
CDH1,go,False
CDH2,go,False
CDHR2,go,False
CDIP1,go,False
CDKN2A,go,False
CDS1,go,False
CEACAM1,go,False
CEBPZOS,go,False
CEMIP,go,False
CENPU,go,False
CENPX,go,False
CEP295,go,False
CES2,go,False
CFAP20,go,False
CFAP36,go,False
CFB,go,False
CFI,go,False
CGNL1,go,False
CGREF1,go,False
CGRRF1,go,False
CHMP4C,go,False
CHN1,go,False
CHST13,go,False
CHST15,go,False
CHST3,go,False
CHST9,go,False
CIDEB,go,False
CIDEC,go,False
CITED4,go,False
CKAP4,go,False
CLCN5,go,False
CLDN1,go,False
CLDN11,go,False
CLDN3,go,False
CLDN4,go,False
CLGN,go,False
CLIC3,go,False
CLIP2,go,False
CLMN,go,False
CMTM8,go,False
CNKSR1,go,False
CNKSR3,go,False
CNN3,go,False
COBLL1,go,False
COL27A1,go,False
COL9A2,go,False
COL9A3,go,False
COMP,go,False
CP,go,False
CPB2,go,False
CPE,go,False
CPLANE1,go,False
CPLX2,go,False
CPN1,go,False
CPN2,go,False
CREBRF,go,False
CRIP1,go,False
CRIP2,go,False
CRLF1,go,False
CRNDE,go,False
CROT,go,False
CRYBG3,go,False
CRYL1,go,False
CSGALNACT1,go,False
CSGALNACT2,go,False
CSRP2,go,False
CTHRC1,go,False
CTTNBP2NL,go,False
CX3CL1,go,False
CXADR,go,False
CXCL16,go,False
CYFIP2,go,False
CYGB,go,False
CYLD,go,False
CYP19A1,go,False
CYP24A1,go,False
CYP27A1,go,False
CYP2B6,go,False
CYP2W1,go,False
CYP4F3,go,False
CYSRT1,go,False
CYTOR,go,False
DANCR,go,False
DBNDD1,go,False
DCBLD1,go,False
DCDC2,go,False
DDAH1,go,False
DDC,go,False
DDN-AS1,go,False
DDX3Y,go,False
DEFB1,go,False
DENND5B,go,False
DEPP1,go,False
DGAT2,go,False
DGKK,go,False
DIO1,go,False
DKK1,go,False
DLG3,go,False
DLGAP1-AS1,go,False
DLK1,go,False
DMKN,go,False
DMXL1,go,False
DNAH17,go,False
DNAJB2,go,False
DNASE1,go,False
DNMBP,go,False
DOCK1,go,False
DOCK4,go,False
DOCK5,go,False
DOK6,go,False
DPEP1,go,False
DPP4,go,False
DQX1,go,False
DSE,go,False
DSP,go,False
DTNA,go,False
DUSP16,go,False
DUSP6,go,False
DUSP8,go,False
DUXAP8,go,False
DZIP3,go,False
EBLN3P,go,False
EDA,go,False
EDA2R,go,False
EDN1,go,False
EDRF1,go,False
EFEMP2,go,False
EFHC1,go,False
EFNA1,go,False
EFNA2,go,False
EGFR-AS1,go,False
EHHADH,go,False
EID3,go,False
EIF1AY,go,False
EIF3J-DT,go,False
ELF3-AS1,go,False
ELFN1-AS1,go,False
ELOC,go,False
ENAH,go,False
ENC1,go,False
ENPP1,go,False
ENTPD2,go,False
ENTPD5,go,False
EPB41L1,go,False
EPB41L4A-AS1,go,False
EPDR1,go,False
EPG5,go,False
EPHA2,go,False
EPN3,go,False
EPS8,go,False
ERBB2,go,False
ERBB3,go,False
ERCC6,go,False
ERO1A,go,False
ERP27,go,False
ERRFI1,go,False
ERV3-1,go,False
ERVK3-1,go,False
EVA1A,go,False
EXOC3L4,go,False
EXT1,go,False
F10,go,False
F2,go,False
F2R,go,False
F2RL1,go,False
F5,go,False
F7,go,False
FABP1,go,False
FAM102A,go,False
FAM102B,go,False
FAM107B,go,False
FAM110C,go,False
FAM111B,go,False
FAM114A1,go,False
FAM117A,go,False
FAM135A,go,False
FAM160B1,go,False
FAM169A,go,False
FAM177A1,go,False
FAM182A,go,False
FAM200A,go,False
FAM200B,go,False
FAM20C,go,False
FAM214A,go,False
FAM222A,go,False
FAM229A,go,False
FAM3B,go,False
FAS,go,False
FAU,go,False
FBLN1,go,False
FBRS,go,False
FBXO2,go,False
FBXO30,go,False
FCHO2,go,False
FCHSD2,go,False
FER,go,False
FERMT1,go,False
FGA,go,False
FGB,go,False
FGD5-AS1,go,False
FGG,go,False
FGL1,go,False
FIBCD1,go,False
FIGN,go,False
FILIP1L,go,False
FIRRE,go,False
FITM1,go,False
FKBP10,go,False
FMNL2,go,False
FMO5,go,False
FN3K,go,False
FNBP1L,go,False
FRAS1,go,False
FRK,go,False
FRMD3,go,False
FRS2,go,False
FSD1L,go,False
FST,go,False
FTCD,go,False
FTX,go,False
FXYD1,go,False
FXYD2,go,False
FXYD3,go,False
FZD4,go,False
FZD6,go,False
GABPB1-AS1,go,False
GABPB1-IT1,go,False
GADD45B,go,False
GAL3ST1,go,False
GALNT4,go,False
GARS-DT,go,False
GAS2L3,go,False
GAS5,go,False
GASAL1,go,False
GASK1B,go,False
GCA,go,False
GCNT2,go,False
GCNT3,go,False
GDNF,go,False
GDPD3,go,False
GGT5,go,False
GIHCG,go,False
GIPC2,go,False
GJB1,go,False
GLDC,go,False
GLIPR1,go,False
GLMP,go,False
GLS2,go,False
GLTPD2,go,False
GLYCTK,go,False
GMDS-DT,go,False
GNAI1,go,False
GNB1L,go,False
GNB5,go,False
GOLGA6L1,go,False
GOLT1A,go,False
GPAM,go,False
GPAT3,go,False
GPC1,go,False
GPC3,go,False
GPC6,go,False
GPD1,go,False
GPER1,go,False
GPHA2,go,False
GPR157,go,False
GPR35,go,False
GPX2,go,False
GPX3,go,False
GRAMD2B,go,False
GRASP,go,False
GRB14,go,False
GRB7,go,False
GREB1,go,False
GSAP,go,False
GSDME,go,False
H1F0,go,False
H2AFJ,go,False
H2AFY2,go,False
H6PD,go,False
HAAO,go,False
HABP4,go,False
HAMP,go,True
HCAR3,go,False
HCG18,go,False
HECTD2,go,False
HEG1,go,False
HELB,go,False
HELLPAR,go,False
HEPN1,go,False
HGD,go,False
HGFAC,go,False
HID1,go,False
HIP1,go,False
HIST1H2AJ,go,False
HKDC1,go,False
HLA-A,go,False
HMOX1,go,False
HNF1A-AS1,go,False
HNMT,go,False
HNRNPA1P48,go,False
HOMER2,go,False
HP,go,False
HPD,go,False
HPN,go,False
HSBP1L1,go,False
HSD17B2,go,False
HSPA12A,go,False
HSPA14__ENSG00000187522,go,False
HSPA1A,go,False
HTT,go,False
HYAL1,go,False
ICE2,go,False
ID4,go,False
IER5L,go,False
IFFO2,go,False
IFT22,go,False
IFT74,go,False
IGF2,go,False
IGFBP1,go,False
IGFBP6,go,False
IGFBP7,go,False
IGSF1,go,False
IL17RB,go,False
IL18,go,False
IL1R1,go,False
IL1RAP,go,False
IL1RN,go,False
IL32,go,False
IL4R,go,False
IL6R,go,False
ILF3-DT,go,False
INAVA,go,False
INPP5D,go,False
IPMK,go,False
IRS1,go,False
ISG20,go,False
ISM2,go,False
ITGA1,go,False
ITGA2,go,False
ITGA6,go,False
ITGB2,go,False
ITGB4,go,False
ITIH2,go,False
ITIH3,go,False
ITIH5,go,False
ITPRIPL2,go,False
IVD,go,False
JADE1,go,False
JAG1,go,False
JPX,go,False
JSRP1,go,False
KANK1,go,False
KAZN,go,False
KCNMB4,go,False
KCNQ1OT1,go,False
KDM6B,go,False
KDM7A,go,False
KDM7A-DT,go,False
KHDRBS3,go,False
KIAA1217,go,False
KIAA2026,go,False
KIF3C,go,False
KIF5A,go,False
KISS1,go,False
KITLG,go,False
KIZ,go,False
KLB,go,False
KLHL14,go,False
KLHL9,go,False
KMT5A,go,False
KMT5B,go,False
KREMEN1,go,False
KRT23,go,False
KRT80,go,False
KRTAP4-7,go,False
KYNU,go,False
LAMA3,go,False
LAMC1,go,False
LARP6,go,False
LATS2,go,False
LCA5,go,False
LCAT,go,False
LCK,go,False
LCN15,go,False
LCN2,go,False
LDLRAD1,go,False
LDLRAD4,go,False
LEAP2,go,False
LETM2,go,False
LGALS2,go,False
LGALS3,go,False
LGALS3BP,go,False
LGALS7B,go,False
LGR5,go,False
LIFR,go,False
LIM2,go,False
LIN7A,go,False
LINC-PINT,go,False
LINC00261,go,False
LINC00467,go,False
LINC00511,go,False
LINC00513,go,False
LINC00623,go,False
LINC00662,go,False
LINC00667,go,False
LINC00863,go,False
LINC00963,go,False
LINC01003,go,False
LINC01089,go,False
LINC01146,go,False
LINC01234,go,False
LINC01273,go,False
LINC01355,go,False
LINC01426,go,False
LINC01473,go,False
LINC01578,go,False
LINC02313,go,False
LINC02413,go,False
LINC02525,go,False
LINC02532,go,False
LINC02802,go,False
LIPA,go,False
LIPC,go,False
LMCD1,go,False
LMO7,go,False
LOX,go,False
LOXL4,go,False
LPAR6,go,False
LPIN3,go,False
LPP,go,False
LRMDA,go,False
LRP1,go,False
LRP11,go,False
LRRC1,go,False
LRRC58,go,False
LRRC75A,go,False
LUCAT1,go,False
LURAP1L,go,False
LY6D,go,False
LZTS3,go,False
MAB21L4,go,False
MAGI2-AS3,go,False
MAL2,go,False
MALAT1,go,False
MALT1,go,False
MAMSTR,go,False
MAP3K13,go,False
MAP3K20,go,False
MAP4K3-DT,go,False
MAP7D2,go,False
MAPKAPK5-AS1,go,False
MARC1,go,False
MARCH2,go,False
MARCKS,go,False
MARF1,go,False
MARVELD2,go,False
MARVELD3,go,False
MASP2,go,False
MAT1A,go,False
MATN3,go,False
MBNL3,go,False
MBP,go,False
MCC,go,False
MDK,go,False
MEGF9,go,False
MERTK,go,False
MET,go,False
METTL7B,go,False
MFSD14C,go,False
MGAT4A,go,False
MHENCR,go,False
MIGA1,go,False
MINCR,go,False
MIOX,go,False
MIR1915HG,go,False
MIR193BHG,go,False
MIR22HG,go,False
MIR34AHG,go,False
MIR4435-2HG,go,False
MIR4458HG,go,False
MISP,go,False
MMD,go,False
MMP24OS,go,False
MOAP1,go,False
MOGAT3,go,False
MORC4,go,False
MORN3,go,False
MOSPD1,go,False
MPV17L,go,False
MPZL2,go,False
MPZL3,go,False
MRPL20-AS1,go,False
MSANTD2,go,False
MSRA,go,False
MT-ATP8,go,False
MT-CO1,go,False
MT-CO3,go,False
MT-CYB,go,False
MT-ND1,go,False
MT-ND2,go,False
MT-ND3,go,False
MT-ND4,go,False
MT-ND4L,go,False
MT-ND5,go,False
MT-ND6,go,False
MT1E,go,False
MTAP,go,False
MTERF4,go,False
MTLN,go,False
MTRNR2L1,go,False
MTSS1,go,False
MTSS2,go,False
MTTP,go,False
MTUS1,go,False
MVP,go,False
MYADM,go,False
MYL9,go,False
MYLK,go,False
MYO10,go,False
MYO15B,go,False
MYO1B,go,False
MYO1E,go,False
MYO5B,go,False
MYO5C,go,False
MYOM3,go,False
N4BP2L1,go,False
NAPB,go,False
NAT8,go,False
NAV2,go,False
NBDY,go,False
NBL1,go,False
NBR2,go,False
NCBP2AS2,go,False
NCEH1,go,False
NDRG1,go,False
NEAT1,go,False
NECTIN3,go,False
NECTIN4,go,False
NEDD8-MDP1,go,False
NEDD9,go,False
NEK8,go,False
NEU4,go,False
NFKBIZ,go,False
NGEF,go,False
NHSL1,go,False
NID1,go,False
NIFK-AS1,go,False
NINL,go,False
NIPBL-DT,go,False
NKD1,go,False
NMB,go,False
NNT-AS1,go,False
NOL4L,go,False
NORAD,go,False
NPDC1,go,False
NPHP3,go,False
NPIPA1,go,False
NPIPB5,go,False
NPM2,go,False
NPNT,go,False
NPSR1-AS1,go,False
NPTXR,go,False
NR0B2,go,False
NRAV,go,False
NRCAM,go,False
NRP1,go,False
NRP2,go,False
NSMCE3,go,False
NT5E,go,False
NTN4,go,False
NUP58,go,False
NUPR1,go,False
NUTM2A-AS1,go,False
NUTM2B-AS1,go,False
NXN,go,False
OAF,go,False
OCLN,go,False
OLMALINC,go,False
OR4F4,go,False
ORM1,go,False
ORM2,go,False
OSBPL10,go,False
OSGIN1,go,False
OSMR,go,False
OTUD3,go,False
OTUD6B-AS1,go,False
OXLD1,go,False
PAH,go,False
PALLD,go,False
PALM2-AKAP2,go,False
PALMD,go,False
PANK1,go,False
PAQR7,go,False
PARD6G,go,False
PARP3,go,False
PARVA,go,False
PATJ,go,False
PAWR,go,False
PAXIP1-AS1,go,False
PBDC1,go,False
PCBP1-AS1,go,False
PCCA-DT,go,False
PCDHB2,go,False
PCNX1,go,False
PCSK1N,go,False
PDE4C,go,False
PDGFB,go,False
PDGFC,go,False
PDLIM3,go,False
PDZK1,go,False
PEG10,go,False
PER2,go,False
PERP,go,False
PFN2,go,False
PGAP1,go,False
PGC,go,False
PGF,go,False
PGM1,go,False
PHETA1,go,False
PHLDA1,go,False
PHLDA3,go,False
PHLDB2,go,False
PHYHIPL,go,False
PICSAR,go,False
PIDD1,go,False
PIEZO2,go,False
PIGZ,go,False
PIK3CD-AS2,go,False
PIMREG,go,False
PIPOX,go,False
PKD1,go,False
PKP2,go,False
PLA2G12B,go,False
PLA2G2A,go,False
PLAC8,go,False
PLCXD2,go,False
PLEKHB1,go,False
PLEKHM1,go,False
PLEKHM3,go,False
PLK2,go,False
PLLP,go,False
PLPP1,go,False
PLPP3,go,False
PLPP5,go,False
PLS3,go,False
PNPLA3,go,False
POGLUT3,go,True
PON1,go,False
PPFIBP2,go,False
PPL,go,False
PPP1R13B,go,False
PPP1R9A,go,False
PPP4R3A,go,False
PPP4R3B,go,False
PRAG1,go,False
PRAP1,go,False
PRKAA2,go,False
PRKCZ,go,False
PRKY,go,False
PRLR,go,False
PROC,go,False
PRODH2,go,False
PROM1,go,False
PRR14L,go,False
PRR15,go,False
PRSS8,go,False
PSD3,go,False
PSEN1,go,False
PSMA3-AS1,go,False
PSMB8,go,False
PTCHD4,go,False
PTEN,go,True
PTGDS,go,False
PTPN14,go,False
PTPRK,go,False
PTPRM,go,False
PTPRN2,go,False
PUM3,go,False
PURPL,go,False
PVT1,go,False
PYM1,go,False
RAB11FIP2,go,False
RAB17,go,False
RAB25,go,False
RAB30-DT,go,False
RAB33B,go,False
RAB34,go,False
RAB3B,go,False
RAB42,go,False
RAB43,go,False
RALGAPA2,go,False
RAPH1,go,False
RARRES2,go,False
RASAL2,go,False
RASD1,go,False
RASGRF2,go,False
RASSF4,go,False
RASSF8,go,False
RBBP8NL,go,False
RBKS,go,False
RBM14-RBM4,go,False
RBM24,go,False
RBM47,go,False
RBMS2,go,False
RBP1,go,False
RBP4,go,False
RBPMS,go,False
RCAN3,go,False
RCOR2,go,False
RELL1,go,False
RGN,go,False
RGS12,go,False
RHBDF2,go,False
RHBG,go,False
RHOB,go,False
RHOD,go,False
RHOF,go,False
RHOU,go,False
RILPL1,go,False
RIN2,go,False
RINL,go,False
RNASE4,go,False
RNASEH1-AS1,go,False
RNF128,go,False
RNF38,go,False
RNF43,go,False
ROBO1,go,False
RPARP-AS1,go,False
RPS10-NUDT3,go,False
RRAD,go,False
RSRP1,go,False
RTL8C,go,False
RTN4RL2,go,False
S100A14,go,False
S100A16,go,False
S100A2,go,False
S100A3,go,False
SAA4,go,False
SAMD4A,go,False
SAMD8,go,False
SBF2,go,False
SCAMP1-AS1,go,False
SCML1,go,False
SCN1A,go,False
SCN1A-AS1,go,False
SCN9A,go,False
SCNN1A,go,False
SCPEP1,go,False
SCRN1,go,False
SDC4,go,False
SDCBP2,go,False
SDCBP2-AS1,go,False
SEM1,go,False
SEMA3A,go,False
SEMA3B,go,False
SEMA3F,go,False
SEMA4G,go,False
SEMA6A,go,False
SEMA6B,go,False
SEPTIN10,go,False
SERINC2,go,False
SERINC5,go,False
SERPINA1,go,False
SERPINA11,go,False
SERPINA3,go,False
SERPINA4,go,False
SERPINA5,go,False
SERPINA6,go,False
SERPINA7,go,False
SERPINB8,go,False
SERPINC1,go,False
SERPIND1,go,False
SERPINE1,go,False
SERPINE2,go,False
SERPINF2,go,False
SERPINI1,go,False
SESTD1,go,False
SF3B6,go,False
SFN,go,False
SFXN3,go,False
SGCB,go,False
SGK2,go,False
SH2D4A,go,False
SH3BP4,go,False
SH3D19,go,False
SH3PXD2A,go,False
SH3RF2,go,False
SH3YL1,go,False
SHANK2,go,False
SHF,go,False
SHTN1,go,False
SIK2,go,False
SLC12A6,go,False
SLC13A5,go,False
SLC16A1-AS1,go,False
SLC16A3,go,False
SLC16A4,go,False
SLC16A6,go,False
SLC17A9,go,False
SLC22A18,go,False
SLC22A31,go,False
SLC22A7,go,False
SLC23A2,go,False
SLC25A30,go,False
SLC26A11,go,False
SLC26A2,go,False
SLC29A3,go,False
SLC29A4,go,False
SLC2A10,go,False
SLC2A14,go,False
SLC2A2,go,False
SLC2A6,go,False
SLC38A3,go,False
SLC39A5,go,False
SLC41A2,go,False
SLC43A2,go,False
SLC44A1,go,False
SLC44A5,go,False
SLC47A1,go,False
SLC4A11,go,False
SLC51B,go,False
SLC6A11,go,False
SLC6A14,go,False
SLC7A2,go,False
SLCO2B1,go,False
SLF2,go,False
SMAD7,go,False
SMIM10L1,go,False
SMIM24,go,False
SMIM30,go,False
SMIM6,go,False
SMLR1,go,False
SMOX,go,False
SMPDL3A,go,False
SMPDL3B,go,False
SNHG1,go,False
SNHG10,go,False
SNHG11,go,False
SNHG12,go,False
SNHG14,go,False
SNHG17,go,False
SNHG19,go,False
SNHG20,go,False
SNHG21,go,False
SNHG25,go,False
SNHG26,go,False
SNHG29,go,False
SNHG3,go,False
SNHG30,go,False
SNHG32,go,False
SNHG4,go,False
SNHG5,go,False
SNHG6,go,False
SNHG7,go,False
SNHG8,go,False
SNHG9,go,False
SNORC,go,False
SNRPN,go,False
SNTB1,go,False
SNX18,go,False
SNX30,go,False
SOAT2,go,False
SOBP,go,False
SOCS5,go,False
SOCS6,go,False
SORBS1,go,False
SORBS2,go,False
SORL1,go,False
SOS2,go,False
SOWAHC,go,False
SPAG1,go,False
SPAG4,go,False
SPATA18,go,False
SPATA20,go,False
SPINK1,go,False
SPINT1,go,False
SPIRE2,go,False
SPOCK2,go,False
SPON2,go,False
SPOPL,go,False
SPP1,go,False
SPR,go,False
SPSB1,go,False
SPTLC3,go,False
SQOR,go,False
SRARP,go,False
SRC,go,False
SRGAP1,go,False
SRGAP2B,go,False
SRGAP2C,go,False
SRPRA,go,False
SSC4D,go,False
SSUH2,go,False
STBD1,go,False
STEAP1,go,False
STK26,go,False
STK39,go,False
SULF2,go,False
SULT1A2,go,False
SULT2A1,go,False
SUSD2,go,False
SUSD6,go,False
SVIL,go,False
SWAP70,go,False
SYBU,go,False
SYNE1,go,False
SYNE2,go,False
SYNE3,go,False
SYTL1,go,False
SYTL2,go,False
SZRD1,go,False
TACC2,go,False
TAFA5,go,False
TAGLN,go,False
TANC1,go,False
TAP1,go,False
TBC1D2B,go,False
TBC1D8,go,False
TBC1D9,go,False
TBX2-AS1,go,False
TCAF1,go,False
TCEA3,go,False
TCEAL4,go,False
TCIM,go,False
TCP11L2,go,False
TENT5A,go,False
TEX9,go,False
TF,go,False
TFF3,go,False
TGFB1I1,go,False
TGFBI,go,False
THAP9-AS1,go,False
THBS1,go,False
THUMPD3-AS1,go,False
TIAM2,go,False
TIGAR,go,False
TIMP2,go,False
TINAGL1,go,False
TKFC,go,False
TLCD4,go,False
TLE1,go,False
TM4SF1,go,False
TM4SF5,go,False
TMC7,go,False
TMCC1,go,False
TMED6,go,False
TMEM121,go,False
TMEM132A,go,False
TMEM139,go,False
TMEM144,go,False
TMEM161B-AS1,go,False
TMEM185A,go,False
TMEM190,go,False
TMEM25,go,False
TMEM260,go,False
TMEM263,go,False
TMEM35B,go,False
TMEM37,go,False
TMEM38A,go,False
TMEM45A,go,False
TMEM45B,go,False
TMEM51,go,False
TMEM51-AS1,go,False
TMEM59L,go,False
TMEM82,go,False
TMEM86B,go,False
TMEM87B,go,False
TMEM99,go,False
TMPRSS6,go,False
TMTC3,go,False
TNFAIP3,go,False
TNFRSF10D,go,False
TNFRSF14,go,False
TNFRSF19,go,False
TNFRSF21,go,False
TNFSF14,go,False
TNFSF4,go,False
TNNC1,go,False
TNS2,go,False
TOX3,go,False
TP53INP1,go,False
TP53INP2,go,False
TP53TG1,go,False
TPCN1,go,False
TPRG1L,go,False
TPST1,go,False
TPT1-AS1,go,False
TRAF3IP2-AS1,go,False
TRAM2-AS1,go,False
TRAPPC2B,go,False
TRIB1,go,False
TRIM15,go,False
TRIM2,go,False
TRIM47,go,False
TRIM52,go,False
TRIM73,go,False
TRIO,go,False
TRIQK,go,False
TSGA10,go,False
TSKU,go,False
TSPAN1,go,False
TSPAN15,go,False
TSPAN33,go,False
TSPAN6,go,False
TSPAN7,go,False
TSPAN8,go,False
TTC39C,go,False
TTC9,go,False
TTR,go,False
TTYH1,go,False
TTYH3,go,False
TUBA4B,go,False
TUFT1,go,False
TUG1,go,False
TULP3,go,False
TYMSOS,go,False
UACA,go,False
UBA6-AS1,go,False
UBALD2,go,False
UBD,go,False
UBE2C,go,False
UBOX5,go,False
UBTD1,go,False
UGT2A3,go,False
UGT2B10,go,False
UGT2B7,go,False
ULK1,go,False
ULK4,go,False
UNC93A,go,False
UPK3A,go,False
UPP1,go,False
URB1-AS1,go,False
USF3,go,False
USP9Y,go,False
UTP4,go,False
VAMP5,go,False
VASN,go,False
VAV3,go,False
VCAN,go,False
VIL1,go,False
VPS9D1,go,False
VSIG2,go,False
VSNL1,go,False
VTN,go,False
WAC-AS1,go,False
WFIKKN1,go,False
WFS1,go,False
WTIP,go,False
WWC1,go,False
WWC3,go,False
WWTR1,go,False
YPEL2,go,False
Z95331.1,go,False
ZBED5-AS1,go,False
ZCCHC2,go,False
ZDHHC2,go,False
ZFAS1,go,False
ZFP36,go,False
ZG16B,go,False
ZKSCAN2-DT,go,False
ZMIZ1,go,False
ZMIZ1-AS1,go,False
ZNF436-AS1,go,False
ZNF487,go,False
ZNF503-AS2,go,False
ZNRF3,go,False
ZPR1,go,False
ZRANB1,go,False
ZSCAN16-AS1,go,False
AARS,string,True
ABCC2,string,False
ABLIM1,string,False
AC004816.1,string,False
AC005261.1,string,False
AC005670.3,string,False
AC006115.2,string,False
AC006141.1,string,False
AC006329.1,string,False
AC006449.6,string,False
