gene_id,source,incoming_nonself,outgoing_nonself,self_loop_only,candidate_target
EXO5,go,20,15,False,False
SCMH1,go,20,30,False,False
HIVEP3,go,11,6,False,False
FOXJ3,go,8,39,False,False
PPCS,go,20,28,False,False
PPIH,go,20,10,False,True
SVBP,go,0,0,True,False
ERMAP,go,20,41,False,False
SLC2A1,go,20,8,False,False
EBNA1BP2,go,20,25,False,True
CDC20,go,20,7,False,False
MED8,go,20,26,False,True
SZT2,go,18,1,False,False
HYI,go,20,0,False,False
PTPRF,go,14,3,False,False
KDM4A,go,20,3,False,False
KDM4A-AS1,go,0,0,True,False
ST3GAL3,go,0,0,True,False
KIF2C,go,20,30,False,False
RPS8,go,20,89,False,False
HECTD3,go,20,15,False,False
UROD,go,20,3,False,False
PRDX1,go,20,6,False,False
NASP,go,20,7,False,False
GPBP1L1,go,20,33,False,False
IPP,go,20,10,False,False
PIK3R3,go,0,0,True,False
LRRC41,go,20,280,False,False
MKNK1,go,20,123,False,False
ATPAF1,go,20,40,False,False
EFCAB14,go,16,3,False,False
TAL1,go,20,7,False,False
STIL,go,20,3,False,False
FAF1,go,20,6,False,False
CDKN2C,go,20,13,False,False
RNF11,go,20,8,False,False
EPS15,go,20,25,False,False
NRDC,go,0,0,True,False
TXNDC12,go,20,12,False,False
KTI12,go,20,11,False,False
CC2D1B,go,15,34,False,False
ORC1,go,20,9,False,True
TUT4,go,20,2,False,False
ZYG11B,go,20,1,False,False
CPT2,go,20,2,False,False
YIPF1,go,20,29,False,False
HSPB11,go,20,13,False,False
LRRC42,go,0,0,True,False
TMEM59,go,20,22,False,False
TCEANC2,go,20,38,False,False
DHCR24,go,20,2,False,False
MYSM1,go,20,11,False,False
JUN,go,20,12,False,False
NFIA,go,12,8,False,False
TM2D1,go,17,15,False,False
USP1,go,20,27,False,False
FOXD3-AS1,go,0,0,True,False
JAK1,go,20,6,False,False
LEPROT,go,20,8,False,False
LEPR,go,1,1,False,False
MIER1,go,20,35,False,False
SLC35D1,go,20,4,False,False
GADD45A,go,20,1,False,False
GNG12,go,20,16,False,False
DEPDC1,go,20,12,False,False
ANKRD13C,go,20,12,False,False
HHLA3,go,0,0,True,False
CTH,go,9,0,False,False
PTGER3,go,20,3,False,False
CRYZ,go,20,7,False,False
TYW3,go,20,11,False,False
RABGGTB,go,20,9,False,False
PIGK,go,17,4,False,False
USP33,go,20,6,False,False
MIGA1,go,0,0,True,False
NEXN,go,20,3,False,False
FUBP1,go,20,76,False,False
DNAJB4,go,20,10,False,False
AL359504.2,go,0,0,True,False
CTBS,go,10,1,False,False
SSX2IP,go,20,4,False,False
SYDE2,go,0,0,True,False
BCL10,go,15,1,False,False
ODF2L,go,20,15,False,False
CLCA1,go,20,6,False,False
SH3GLB1,go,20,10,False,False
LMO4,go,0,0,True,False
PKN2,go,20,36,False,False
GTF2B,go,20,7,False,True
LRRC8B,go,20,22,False,False
LRRC8C,go,20,8,False,False
LRRC8D,go,20,14,False,False
LINC02609,go,0,0,True,False
ZNF644,go,13,0,False,False
TGFBR3,go,2,1,False,False
RPAP2,go,20,27,False,True
EVI5,go,20,32,False,False
RPL5,go,20,11,False,True
CCDC18-AS1,go,0,0,True,False
DR1,go,20,6,False,True
FNBP1L,go,0,0,True,False
GCLM,go,0,0,True,False
ABCD3,go,20,14,False,False
RWDD3,go,20,8,False,False
PTBP2,go,20,1,False,False
FRRS1,go,20,9,False,False
SLC35A3,go,20,6,False,False
MFSD14A,go,0,0,True,False
TRMT13,go,17,1,False,False
DBT,go,20,5,False,False
EXTL2,go,20,4,False,False
SLC30A7,go,20,3,False,False
AC093157.1,go,0,0,True,False
RNPC3,go,20,6,False,True
FAM102B,go,0,0,True,False
STXBP3,go,20,4,False,False
GPSM2,go,20,4,False,False
TAF13,go,20,27,False,False
TMEM167B,go,20,72,False,False
SARS,go,20,4,False,True
PSRC1,go,20,27,False,False
SORT1,go,20,3,False,False
GNAI3,go,20,9,False,False
AMPD2,go,20,5,False,False
GSTM4,go,20,6,False,False
GSTM3,go,20,17,False,False
RBM15,go,20,3,False,False
SLC16A4,go,0,0,True,False
AL355488.1,go,0,0,True,False
CD53,go,20,62,False,False
LRIF1,go,20,1,False,False
DRAM2,go,20,9,False,False
CEPT1,go,20,8,False,False
DENND2D,go,20,89,False,False
CHI3L2,go,20,11,False,False
RAP1A,go,20,14,False,False
ST7L,go,20,0,False,False
RHOC,go,20,16,False,False
SLC16A1,go,20,15,False,False
SLC16A1-AS1,go,0,0,True,False
LRIG2,go,20,1,False,False
MAGI3,go,20,12,False,False
PHTF1,go,20,19,False,False
RSBN1,go,20,9,False,False
PTPN22,go,0,0,True,False
HIPK1,go,20,13,False,False
CD58,go,20,36,False,False
MAN1A2,go,20,20,False,False
GDAP2,go,20,6,False,False
PHGDH,go,6,3,False,False
SEC22B,go,20,23,False,False
LINC00623,go,0,0,True,False
SRGAP2C,go,0,0,True,False
LINC02802,go,0,0,True,False
POLR3C,go,20,11,False,True
PEX11B,go,20,47,False,False
LIX1L,go,20,14,False,False
POLR3GL,go,20,71,False,False
TXNIP,go,20,3,False,False
PRKAB2,go,20,33,False,False
LINC01138,go,0,0,True,False
PDE4DIP,go,20,10,False,False
AC245297.3,go,0,0,True,False
HIST2H2AA4,go,0,0,True,False
HIST2H2AC,go,14,20,False,False
SF3B4,go,20,49,False,True
OTUD7B,go,20,11,False,False
PLEKHO1,go,20,0,False,False
ANP32E,go,20,4,False,False
PRPF3,go,20,73,False,True
RPRD2,go,20,2,False,False
ADAMTSL4,go,20,10,False,False
MCL1,go,20,18,False,False
GOLPH3L,go,20,24,False,False
CTSS,go,16,10,False,False
ARNT,go,15,2,False,False
SETDB1,go,20,13,False,True
C1orf56,go,20,27,False,False
CDC42SE1,go,20,11,False,False
MLLT11,go,20,5,False,False
SCNM1,go,17,12,False,False
PIP5K1A,go,20,6,False,False
RFX5,go,17,62,False,False
POGZ,go,20,0,False,False
SNX27,go,20,14,False,False
S100A10,go,20,6,False,False
S100A11,go,20,16,False,False
S100A4,go,20,31,False,False
S100A13,go,20,18,False,False
CHTOP,go,20,7,False,False
GATAD2B,go,20,9,False,False
CRTC2,go,20,6,False,False
RPS27,go,20,11,False,True
HAX1,go,2,1,False,False
AQP10,go,20,6,False,False
UBE2Q1,go,20,4,False,False
ADAR,go,20,2,False,False
PMVK,go,20,18,False,False
PYGO2,go,20,0,False,False
SHC1,go,15,4,False,False
CKS1B,go,20,6,False,False
ZBTB7B,go,18,0,False,False
ADAM15,go,20,6,False,False
DPM3,go,20,21,False,False
KRTCAP2,go,20,6,False,False
FDPS,go,20,14,False,False
ASH1L,go,20,3,False,False
ASH1L-AS1,go,0,0,True,False
GON4L,go,20,22,False,False
RIT1,go,19,0,False,False
KHDC4,go,20,183,False,False
ARHGEF2,go,20,0,False,False
SSR2,go,20,148,False,False
LAMTOR2,go,20,3,False,True
LMNA,go,20,1,False,False
GLMP,go,0,0,True,False
GPATCH4,go,20,36,False,False
NES,go,20,0,False,False
RRNAD1,go,20,0,False,False
HDGF,go,17,3,False,False
NTRK1,go,9,6,False,False
ETV3,go,16,3,False,False
LINC02772,go,0,0,True,False
DUSP23,go,20,12,False,False
TAGLN2,go,20,40,False,False
PIGM,go,18,3,False,False
PEA15,go,20,1,False,False
DCAF8,go,20,271,False,False
PEX19,go,20,3,False,False
COPA,go,20,28,False,False
NCSTN,go,20,7,False,False
VANGL2,go,0,0,True,False
F11R,go,16,4,False,False
USF1,go,11,3,False,False
PFDN2,go,20,23,False,True
DEDD,go,20,5,False,False
PPOX,go,0,0,True,False
FCER1G,go,18,1,False,False
FCGR2A,go,20,20,False,False
ATF6,go,20,19,False,False
UHMK1,go,20,2,False,False
HSD17B7,go,20,2,False,False
NUF2,go,20,19,False,True
MGST3,go,20,44,False,False
ALDH9A1,go,20,1,False,False
TMCO1,go,20,6,False,False
POGK,go,20,136,False,False
POU2F1,go,15,40,False,False
CREG1,go,20,16,False,False
RCSD1,go,4,1,False,False
MPZL1,go,20,43,False,False
MPC2,go,20,10,False,False
DCAF6,go,20,110,False,False
SFT2D2,go,20,28,False,False
TBX19,go,10,3,False,False
BLZF1,go,20,41,False,False
SCYL3,go,0,0,True,False
KIFAP3,go,20,3,False,False
VAMP4,go,20,12,False,False
SUCO,go,20,3,False,False
KLHL20,go,20,6,False,False
CENPL,go,20,125,False,False
GAS5,go,0,0,True,False
ZBTB37,go,13,22,False,False
RC3H1,go,12,1,False,False
RABGAP1L,go,20,12,False,False
CACYBP,go,20,12,False,False
COP1,go,20,5,False,False
RALGPS2,go,20,28,False,False
FAM20B,go,20,39,False,False
TOR3A,go,20,11,False,False
ABL2,go,20,3,False,False
SOAT1,go,20,4,False,False
TOR1AIP2,go,18,33,False,False
TOR1AIP1,go,20,8,False,False
CEP350,go,20,23,False,False
XPR1,go,20,1,False,False
STX6,go,20,30,False,False
MR1,go,20,2,False,False
IER5,go,20,50,False,False
GLUL,go,20,1,False,False
RGS16,go,20,12,False,False
NPL,go,19,20,False,False
SMG7,go,20,6,False,False
ARPC5,go,20,19,False,False
COLGALT2,go,20,10,False,False
TSEN15,go,20,15,False,False
EDEM3,go,20,7,False,False
TRMT1L,go,20,7,False,False
TPR,go,20,5,False,True
ODR4,go,20,27,False,False
ERVMER61-1,go,0,0,True,False
RO60,go,20,0,False,False
ASPM,go,3,0,False,False
ZBTB41,go,12,51,False,False
DENND1B,go,20,7,False,False
NEK7,go,20,9,False,False
KIF14,go,20,10,False,False
DDX59,go,20,47,False,True
CAMSAP2,go,0,0,True,False
TMEM9,go,20,10,False,False
NAV1,go,20,6,False,False
IPO9,go,20,38,False,True
TIMM17A,go,20,12,False,False
ARL8A,go,20,27,False,False
PTPN7,go,20,21,False,False
UBE2T,go,20,15,False,False
PPP1R12B,go,20,20,False,False
KDM5B,go,20,4,False,False
CYB5R1,go,20,44,False,False
BTG2,go,20,2,False,False
PPP1R15B,go,20,1,False,False
MDM4,go,20,3,False,False
RBBP5,go,20,15,False,False
DSTYK,go,20,4,False,False
ELK4,go,14,173,False,False
NUCKS1,go,20,3,False,False
RAB29,go,0,0,True,False
SRGAP2,go,20,10,False,False
RASSF5,go,20,43,False,False
DYRK3,go,20,24,False,False
MAPKAPK2,go,20,23,False,False
YOD1,go,20,16,False,False
CD55,go,20,3,False,False
CR1L,go,20,11,False,False
CD46,go,20,8,False,False
UTP25,go,20,13,False,False
RCOR3,go,20,14,False,False
TRAF5,go,20,7,False,False
LINC00467,go,0,0,True,False
SLC30A1,go,20,6,False,False
NEK2,go,20,23,False,False
LPGAT1,go,20,6,False,False
DTL,go,20,2,False,True
PPP2R5A,go,20,7,False,False
NENF,go,20,15,False,False
NSL1,go,20,11,False,False
TATDN3,go,18,8,False,False
FLVCR1-DT,go,0,0,True,False
FLVCR1,go,20,4,False,False
RPS6KC1,go,20,31,False,False
CENPF,go,20,11,False,False
GPATCH2,go,20,4,False,False
RRP15,go,5,2,False,False
LYPLAL1,go,20,11,False,False
EPRS,go,20,9,False,True
IARS2,go,18,9,False,True
RAB3GAP2,go,20,9,False,False
DUSP10,go,20,3,False,False
MIA3,go,20,1,False,False
AIDA,go,20,0,False,False
BROX,go,20,70,False,False
CAPN2,go,20,1,False,False
TP53BP2,go,20,33,False,False
FBXO28,go,20,10,False,False
DEGS1,go,20,16,False,False
WDR26,go,20,146,False,False
LBR,go,20,7,False,False
EPHX1,go,20,2,False,False
TMEM63A,go,20,27,False,False
PYCR2,go,18,18,False,False
SDE2,go,20,22,False,True
ACBD3,go,20,22,False,False
CDC42BPA,go,20,39,False,False
ZNF678,go,17,18,False,False
SNAP47,go,20,13,False,False
C1orf35,go,20,29,False,False
IBA57,go,20,39,False,False
OBSCN,go,0,0,True,False
TRIM11,go,20,17,False,False
HIST3H2A,go,17,27,False,False
RNF187,go,20,84,False,False
AL162595.1,go,0,0,True,False
ABCB10,go,20,12,False,False
GALNT2,go,20,14,False,False
COG2,go,20,15,False,True
ARV1,go,20,1,False,False
FAM89A,go,0,0,True,False
EXOC8,go,20,9,False,False
SPRTN,go,20,5,False,False
EGLN1,go,20,1,False,False
AL445524.1,go,0,0,True,False
TARBP1,go,16,7,False,False
IRF2BP2,go,16,30,False,False
ARID4B,go,20,12,False,False
TBCE,go,20,8,False,False
TBCE-1,go,0,0,True,False
B3GALNT2,go,20,44,False,False
LGALS8,go,20,15,False,False
OPN3,go,20,2,False,False
CHML,go,20,16,False,False
EXO1,go,20,5,False,False
CEP170,go,20,48,False,False
SDCCAG8,go,20,8,False,False
DESI2,go,20,8,False,False
SMYD3,go,17,1,False,False
CNST,go,20,32,False,False
AHCTF1,go,20,23,False,True
ZNF669,go,12,28,False,False
ZNF124,go,12,34,False,False
AL390728.6,go,0,0,True,False
SH3BP5L,go,20,6,False,False
PGBD2,go,4,0,False,False
TMEM18,go,17,8,False,False
TRAPPC12,go,20,15,False,False
ADI1,go,20,41,False,False
AC108488.1,go,0,0,True,False
CMPK2,go,20,2,False,False
RNF144A-AS1,go,0,0,True,False
RNF144A,go,20,46,False,False
KIDINS220,go,20,4,False,False
ADAM17,go,11,4,False,False
KLF11,go,20,21,False,False
RRM2,go,20,2,False,False
HPCAL1,go,20,40,False,False
ODC1,go,20,0,False,False
PDIA6,go,20,42,False,False
SLC66A3,go,20,50,False,False
LPIN1,go,20,2,False,False
TRIB2,go,20,3,False,False
NBAS,go,20,34,False,True
TTC32,go,20,0,False,False
LAPTM4A,go,20,65,False,False
RHOB,go,0,0,True,False
ATAD2B,go,20,24,False,False
TP53I3,go,20,4,False,False
ITSN2,go,20,18,False,False
NCOA1,go,20,8,False,False
DNMT3A,go,20,2,False,False
ASXL2,go,20,1,False,False
CENPA,go,18,14,False,False
OST4,go,19,30,False,False
ATRAID,go,20,14,False,False
MPV17,go,14,5,False,False
EIF2B4,go,20,5,False,True
PPM1G,go,20,38,False,False
NRBP1,go,20,11,False,True
ZNF512,go,20,83,False,False
SUPT7L,go,20,20,False,False
SLC4A1AP,go,20,71,False,False
WDR43,go,20,4,False,True
YPEL5,go,18,6,False,False
LBH,go,20,0,False,False
LCLAT1,go,20,18,False,False
MEMO1,go,20,83,False,False
SPAST,go,20,15,False,False
YIPF4,go,20,61,False,False
BIRC6,go,20,10,False,False
LTBP1,go,20,10,False,False
CRIM1,go,20,6,False,False
FEZ2,go,20,19,False,False
STRN,go,20,6,False,False
HEATR5B,go,20,41,False,False
GPATCH11,go,20,9,False,False
EIF2AK2,go,20,11,False,False
CEBPZOS,go,0,0,True,False
GALM,go,19,2,False,False
SRSF7,go,20,51,False,True
SOS1,go,20,1,False,False
MAP4K3,go,20,44,False,False
MAP4K3-DT,go,0,0,True,False
THUMPD2,go,20,8,False,False
EML4,go,20,44,False,False
COX7A2L,go,20,6,False,False
ZFP36L2,go,20,2,False,False
DYNC2LI1,go,20,21,False,False
LRPPRC,go,20,3,False,True
PREPL,go,20,4,False,False
EPAS1,go,16,2,False,False
RHOQ,go,20,9,False,False
CRIPT,go,20,6,False,False
SOCS5,go,0,0,True,False
MCFD2,go,20,16,False,False
CALM2,go,3,2,False,False
EPCAM,go,20,17,False,False
MSH2,go,20,5,False,False
MSH6,go,20,4,False,False
FBXO11,go,20,50,False,False
FOXN2,go,17,18,False,False
PPP1R21,go,0,0,True,False
ERLEC1,go,20,6,False,False
PSME4,go,20,10,False,False
ACYP2,go,20,13,False,False
SPTBN1,go,20,13,False,False
RTN4,go,12,0,False,False
CLHC1,go,20,96,False,False
MTIF2,go,20,6,False,False
CCDC88A,go,20,1,False,False
FANCL,go,20,22,False,False
PAPOLG,go,20,24,False,False
REL,go,10,7,False,False
PUS10,go,20,14,False,False
PEX13,go,20,11,False,False
KIAA1841,go,0,0,True,False
USP34,go,20,30,False,False
FAM161A,go,20,9,False,False
COMMD1,go,20,2,False,False
UGP2,go,20,14,False,False
VPS54,go,20,19,False,True
LGALSL,go,20,4,False,False
AFTPH,go,20,17,False,False
SERTAD2,go,20,114,False,False
CEP68,go,20,3,False,False
ACTR2,go,20,11,False,False
SPRED2,go,20,4,False,False
ETAA1,go,20,10,False,False
GFPT1,go,20,1,False,False
NFU1,go,20,31,False,False
AAK1,go,20,5,False,False
ANXA4,go,20,20,False,False
MXD1,go,19,14,False,False
PCBP1-AS1,go,0,0,True,False
TIA1,go,20,18,False,False
PCYOX1,go,20,2,False,False
NAGK,go,20,15,False,False
MPHOSPH10,go,20,25,False,True
ZNF638,go,20,24,False,False
SFXN5,go,19,2,False,False
DUSP11,go,20,6,False,False
STAMBP,go,20,12,False,False
DGUOK,go,20,5,False,False
TET3,go,20,3,False,False
BOLA3,go,20,13,False,False
MOB1A,go,20,83,False,False
MTHFD2,go,16,3,False,False
WDR54,go,3,0,False,False
WBP1,go,20,21,False,False
CCDC142,go,0,0,True,False
AUP1,go,20,1,False,False
POLE4,go,20,18,False,False
TMSB10,go,20,10,False,True
TGOLN2,go,20,22,False,False
RETSAT,go,20,4,False,False
ELMOD3,go,20,41,False,False
CAPG,go,20,11,False,False
MAT2A,go,20,10,False,True
VAMP8,go,20,18,False,False
RNF181,go,20,65,False,False
C2orf68,go,20,138,False,False
KDM3A,go,20,3,False,False
CYTOR,go,0,0,True,False
KRCC1,go,20,0,False,False
ZNF514,go,12,25,False,False
LINC00342,go,0,0,True,False
ANKRD36C,go,0,0,True,False
TMEM127,go,20,8,False,False
ARID5A,go,20,8,False,False
FAM178B,go,0,0,True,False
ANKRD36,go,0,0,True,False
ACTR1B,go,20,112,False,False
TMEM131,go,16,35,False,False
INPP4A,go,20,13,False,False
MITD1,go,18,5,False,False
AFF3,go,0,0,True,False
LONRF2,go,0,0,True,False
RPL31,go,20,78,False,True
MFSD9,go,20,8,False,False
AC012360.3,go,0,0,True,False
C2orf49,go,20,30,False,False
GCC2,go,20,6,False,False
LIMS1,go,20,10,False,False
BUB1,go,20,39,False,False
MIR4435-2HG,go,0,0,True,False
BCL2L11,go,8,6,False,False
AC068491.3,go,0,0,True,False
TMEM87B,go,0,0,True,False
ZC3H8,go,20,3,False,False
TTL,go,2,0,False,False
SLC20A1,go,20,4,False,False
CKAP2L,go,20,9,False,False
PSD4,go,20,7,False,False
PAX8-AS1,go,0,0,True,False
CBWD2,go,0,0,True,False
ACTR3,go,20,28,False,False
AC009404.1,go,0,0,True,False
INSIG2,go,20,3,False,False
C2orf76,go,20,131,False,False
DBI,go,2,1,False,False
PTPN4,go,20,21,False,False
EPB41L5,go,20,0,False,False
RALB,go,20,10,False,False
NIFK-AS1,go,0,0,True,False
TSN,go,20,24,False,False
GYPC,go,20,95,False,False
MAP3K2,go,20,91,False,False
IWS1,go,20,7,False,False
SFT2D3,go,20,7,False,False
AMMECR1L,go,0,0,True,False
CCDC115,go,20,6,False,False
PLEKHB2,go,20,4,False,False
C2orf27A,go,0,0,True,False
MGAT5,go,20,9,False,False
CCNT2,go,20,7,False,False
UBXN4,go,18,38,False,False
MCM6,go,20,18,False,True
ZEB2,go,18,3,False,False
MBD5,go,20,3,False,False
EPC2,go,20,14,False,False
STAM2,go,20,30,False,False
ARL6IP6,go,20,49,False,False
GPD2,go,20,2,False,False
GALNT5,go,20,24,False,False
WDSUB1,go,20,6,False,False
BAZ2B,go,13,58,False,False
MARCH7,go,20,0,False,False
CD302,go,0,0,True,False
TANK,go,19,0,False,False
PSMD14,go,20,10,False,False
TTC21B,go,20,3,False,False
STK39,go,0,0,True,False
NOSTRIN,go,14,19,False,False
SPC25,go,20,21,False,True
PPIG,go,20,59,False,False
KLHL23,go,20,0,False,False
SSB,go,20,0,False,False
METTL5,go,20,2,False,False
AC007405.1,go,0,0,True,False
AC007405.3,go,0,0,True,False
GAD1,go,20,1,False,False
CYBRD1,go,20,16,False,False
PDK1,go,20,8,False,False
MAP3K20,go,0,0,True,False
CDCA7,go,20,76,False,False
SP3,go,20,12,False,False
CIR1,go,20,6,False,False
SCRN3,go,9,4,False,False
WIPF1,go,20,12,False,False
ATF2,go,7,1,False,False
LNPK,go,20,2,False,False
HNRNPA3,go,20,27,False,False
NFE2L2,go,20,5,False,False
OSBPL6,go,20,9,False,False
CHROMR,go,0,0,True,False
PLEKHA3,go,20,7,False,False
TTN-AS1,go,0,0,True,False
ITPRID2,go,20,21,False,False
DNAJC10,go,20,12,False,False
NCKAP1,go,20,9,False,True
ZC3H15,go,20,23,False,False
ITGAV,go,7,5,False,False
TFPI,go,20,11,False,False
GULP1,go,20,4,False,False
SLC40A1,go,20,6,False,False
C2orf88,go,20,28,False,False
HIBCH,go,14,12,False,False
INPP1,go,20,10,False,False
NAB1,go,20,5,False,False
GLS,go,16,0,False,False
STAT1,go,20,1,False,False
NABP1,go,20,38,False,False
SLC39A10,go,4,2,False,False
STK17B,go,20,26,False,False
CCDC150,go,20,104,False,False
SF3B1,go,20,15,False,False
COQ10B,go,20,15,False,False
HSPD1,go,20,9,False,False
HSPE1,go,20,38,False,True
MOB4,go,19,32,False,True
SATB2,go,15,5,False,False
SATB2-AS1,go,0,0,True,False
TYW5,go,17,0,False,False
SGO2,go,20,17,False,False
BZW1,go,20,14,False,False
CLK1,go,20,1,False,False
FAM126B,go,20,46,False,False
NDUFB3,go,20,18,False,False
CFLAR,go,5,4,False,False
CASP10,go,20,7,False,False
CASP8,go,12,6,False,False
STRADB,go,20,10,False,False
TMEM237,go,20,2,False,False
ALS2,go,20,5,False,False
BMPR2,go,2,1,False,False
FAM117B,go,20,82,False,False
ICA1L,go,0,0,True,False
NBEAL1,go,20,12,False,False
ABI2,go,20,11,False,False
INO80D,go,20,6,False,False
NDUFS1,go,20,27,False,False
EEF1B2,go,20,44,False,False
FASTKD2,go,20,11,False,False
CREB1,go,20,2,False,False
IDH1,go,20,14,False,False
PIKFYVE,go,20,1,False,False
LANCL1,go,20,3,False,False
RPL37A,go,20,77,False,True
IGFBP2,go,20,4,False,False
ARPC2,go,20,17,False,False
PNKD,go,20,3,False,False
USP37,go,20,36,False,False
RNF25,go,20,61,False,False
FEV,go,11,6,False,False
ATG9A,go,20,21,False,False
ANKZF1,go,20,35,False,False
STK16,go,20,47,False,False
TUBA4A,go,20,46,False,False
GMPPA,go,20,25,False,False
ASIC4,go,20,8,False,False
ACSL3,go,20,7,False,False
WDFY1,go,20,10,False,False
MRPL44,go,20,2,False,False
CUL3,go,20,7,False,False
IRS1,go,0,0,True,False
RHBDD1,go,20,7,False,False
MFF,go,20,6,False,False
TRIP12,go,20,22,False,False
SP110,go,12,29,False,False
SP100,go,18,3,False,False
CAB39,go,20,8,False,False
ITM2C,go,20,28,False,False
NCL,go,20,1,False,True
PTMA,go,20,50,False,False
EIF4E2,go,20,15,False,False
EFHD1,go,20,9,False,False
GIGYF2,go,20,0,False,False
ATG16L1,go,20,10,False,False
USP40,go,20,19,False,False
HJURP,go,20,5,False,False
AGAP1,go,20,57,False,False
COPS8,go,20,27,False,True
HES6,go,13,22,False,False
PER2,go,0,0,True,False
TRAF3IP1,go,20,17,False,False
COPS9,go,20,29,False,False
