gene_id,source,incoming_nonself,outgoing_nonself,self_loop_only,candidate_target
KDM5B,go,20,4,False,False
CYB5R1,go,20,43,False,False
ATP2B4,go,4,1,False,False
LAX1,go,0,0,True,False
PPP1R15B,go,20,4,False,True
PIK3C2B,go,0,0,True,False
MDM4,go,20,6,False,False
RBBP5,go,20,16,False,True
DSTYK,go,20,2,False,True
ELK4,go,17,174,False,False
NUCKS1,go,20,1,False,False
RAB29,go,0,0,True,False
SLC41A1,go,0,0,True,False
SRGAP2,go,20,8,False,False
RASSF5,go,20,35,False,False
MAPKAPK2,go,20,21,False,False
FCMR,go,0,0,True,False
YOD1,go,20,16,False,False
CD55,go,20,8,False,False
CD46,go,20,5,False,False
MIR29B2CHG,go,0,0,True,False
TRAF3IP3,go,0,0,True,False
RCOR3,go,20,20,False,False
TRAF5,go,20,10,False,False
NEK2,go,20,20,False,False
LPGAT1,go,20,6,False,False
DTL,go,20,3,False,True
PPP2R5A,go,20,9,False,False
BATF3,go,20,38,False,False
FLVCR1,go,20,4,False,False
VASH2,go,0,0,True,False
ANGEL2,go,20,1,False,False
CENPF,go,20,12,False,False
GPATCH2,go,20,3,False,False
RAB3GAP2,go,20,6,False,False
MIA3,go,20,1,False,False
BROX,go,20,62,False,False
TP53BP2,go,20,23,False,False
FBXO28,go,20,8,False,False
WDR26,go,20,125,False,True
DNAH14,go,20,4,False,False
LBR,go,20,10,False,False
ENAH,go,0,0,True,False
EPHX1,go,19,2,False,False
TMEM63A,go,20,24,False,False
SDE2,go,20,15,False,True
H3F3A,go,20,2,False,True
ACBD3,go,20,23,False,False
ITPKB,go,0,0,True,False
CDC42BPA,go,20,34,False,False
ZNF678,go,20,23,False,False
ARF1,go,20,19,False,False
C1orf35,go,20,28,False,False
GUK1,go,20,6,False,True
IBA57,go,20,48,False,False
OBSCN,go,0,0,True,False
TRIM11,go,20,19,False,False
HIST3H2A,go,20,23,False,False
RNF187,go,20,89,False,False
RHOU,go,0,0,True,False
CCSAP,go,20,4,False,False
ABCB10,go,20,11,False,True
GALNT2,go,20,13,False,False
FAM89A,go,0,0,True,False
EXOC8,go,20,10,False,True
SPRTN,go,20,5,False,True
EGLN1,go,20,1,False,False
AL445524.1,go,0,0,True,False
TSNAX,go,20,12,False,False
SIPA1L2,go,0,0,True,False
NTPCR,go,20,6,False,False
PCNX2,go,0,0,True,False
KCNK1,go,0,0,True,False
IRF2BP2,go,20,33,False,True
TOMM20,go,20,4,False,True
ARID4B,go,20,14,False,False
TBCE,go,20,13,False,True
B3GALNT2,go,20,46,False,False
GNG4,go,0,0,True,False
LYST,go,0,0,True,False
LGALS8,go,20,14,False,False
HEATR1,go,20,19,False,True
MTR,go,20,0,False,False
FH,go,5,3,False,False
OPN3,go,20,0,False,False
CHML,go,20,15,False,False
EXO1,go,20,4,False,False
CEP170,go,20,52,False,False
SDCCAG8,go,20,13,False,False
ZBTB18,go,20,55,False,False
COX20,go,18,105,False,False
CNST,go,20,30,False,False
AHCTF1,go,20,23,False,True
ZNF669,go,19,40,False,False
ZNF124,go,19,45,False,False
ZNF496,go,18,26,False,False
ZNF672,go,19,34,False,False
FAM110C,go,0,0,True,False
SH3YL1,go,0,0,True,False
TPO,go,0,0,True,False
PXDN,go,0,0,True,False
ADI1,go,20,37,False,False
AC231981.1,go,0,0,True,False
RNASEH1-AS1,go,0,0,True,False
SOX11,go,20,1,False,False
AC010729.2,go,0,0,True,False
CMPK2,go,20,3,False,False
RSAD2,go,0,0,True,False
ID2,go,20,4,False,False
KIDINS220,go,20,3,False,False
ASAP2,go,0,0,True,False
ADAM17,go,7,2,False,False
RRM2,go,20,2,False,True
HPCAL1,go,20,31,False,False
ODC1,go,18,0,False,False
PDIA6,go,20,32,False,False
SLC66A3,go,20,43,False,False
ROCK2,go,20,1,False,False
LPIN1,go,20,1,False,True
TRIB2,go,20,3,False,False
MYCN,go,16,72,False,False
SMC6,go,20,12,False,True
TTC32,go,20,0,False,False
PUM2,go,20,6,False,False
ATAD2B,go,20,20,False,False
UBXN2A,go,20,3,False,False
TP53I3,go,20,2,False,False
ITSN2,go,20,16,False,False
NCOA1,go,20,10,False,False
DNMT3A,go,20,1,False,False
ASXL2,go,20,2,False,False
CENPA,go,20,10,False,True
EIF2B4,go,20,5,False,True
NRBP1,go,20,12,False,True
ZNF512,go,20,88,False,False
SLC4A1AP,go,20,68,False,False
PPP1CB,go,20,14,False,True
WDR43,go,20,4,False,True
CLIP4,go,0,0,True,False
LBH,go,17,0,False,False
SPAST,go,20,12,False,False
YIPF4,go,20,49,False,False
BIRC6,go,20,8,False,False
STRN,go,20,3,False,False
EIF2AK2,go,20,8,False,False
CEBPZOS,go,0,0,True,False
PRKD3,go,20,18,False,False
SRSF7,go,20,46,False,True
SOS1,go,20,1,False,False
COX7A2L,go,20,10,False,False
MTA3,go,20,20,False,False
ZFP36L2,go,20,3,False,False
LRPPRC,go,20,1,False,True
PREPL,go,20,4,False,False
TTC7A,go,20,6,False,False
CALM2,go,4,3,False,False
MSH6,go,20,2,False,False
FBXO11,go,20,53,False,False
ERLEC1,go,20,4,False,False
PSME4,go,20,8,False,False
ACYP2,go,20,14,False,False
SPTBN1,go,20,17,False,False
RTN4,go,8,0,False,False
MTIF2,go,20,6,False,False
CCDC88A,go,20,1,False,False
PPP4R3B,go,0,0,True,False
PNPT1,go,20,1,False,True
EFEMP1,go,0,0,True,False
BCL11A,go,20,0,False,False
PAPOLG,go,20,23,False,False
REL,go,17,4,False,False
PUS10,go,20,10,False,False
KIAA1841,go,0,0,True,False
USP34,go,20,33,False,False
XPO1,go,20,10,False,True
FAM161A,go,20,11,False,False
B3GNT2,go,20,3,False,False
EHBP1,go,20,15,False,False
WDPCP,go,0,0,True,False
UGP2,go,20,10,False,False
VPS54,go,20,21,False,True
PELI1,go,20,3,False,False
AFTPH,go,20,22,False,False
SERTAD2,go,20,100,False,False
LINC02245,go,0,0,True,False
CEP68,go,20,3,False,True
ACTR2,go,20,9,False,True
ETAA1,go,20,14,False,False
ARHGAP25,go,20,4,False,False
GFPT1,go,20,1,False,False
AAK1,go,20,2,False,False
ANXA4,go,19,22,False,False
PCBP1-AS1,go,0,0,True,False
TIA1,go,20,24,False,False
PCYOX1,go,20,3,False,False
ZNF638,go,20,21,False,False
EXOC6B,go,0,0,True,False
SFXN5,go,15,3,False,False
ALMS1,go,20,10,False,False
STAMBP,go,20,9,False,False
DGUOK,go,20,6,False,False
TET3,go,20,3,False,False
MOB1A,go,20,72,False,False
MTHFD2,go,20,5,False,False
WBP1,go,20,24,False,True
CCDC142,go,0,0,True,False
TTC31,go,0,0,True,False
TMSB10,go,20,8,False,True
TGOLN2,go,20,22,False,False
ELMOD3,go,20,32,False,False
CAPG,go,20,11,False,False
MAT2A,go,20,8,False,True
VAMP5,go,0,0,True,False
C2orf68,go,20,119,False,False
ST3GAL5,go,0,0,True,False
KDM3A,go,20,5,False,False
RMND5A,go,20,69,False,False
CYTOR,go,0,0,True,False
KRCC1,go,20,0,False,False
MAL,go,0,0,True,False
FAHD2A,go,20,16,False,False
LINC00342,go,0,0,True,False
ANKRD36C,go,0,0,True,False
DUSP2,go,0,0,True,False
TMEM127,go,20,6,False,True
SNRNP200,go,20,19,False,True
NCAPH,go,20,8,False,True
ARID5A,go,20,8,False,False
ANKRD36,go,0,0,True,False
AC092683.1,go,0,0,True,False
ANKRD36B,go,0,0,True,False
ZAP70,go,0,0,True,False
TMEM131,go,20,34,False,False
INPP4A,go,20,11,False,False
MGAT4A,go,0,0,True,False
LINC02611,go,0,0,True,False
TSGA10,go,0,0,True,False
REV1,go,20,13,False,False
AFF3,go,0,0,True,False
NPAS2,go,20,14,False,False
RNF149,go,20,16,False,False
MAP4K4,go,20,6,False,False
MFSD9,go,20,12,False,False
AC012360.3,go,0,0,True,False
C2orf49,go,20,30,False,False
FHL2,go,20,1,False,False
GCC2,go,20,8,False,False
RANBP2,go,20,11,False,True
BUB1,go,20,32,False,True
BCL2L11,go,6,4,False,False
TMEM87B,go,0,0,True,False
ZC3H8,go,20,3,False,True
ZC3H6,go,0,0,True,False
TTL,go,2,0,False,False
SLC20A1,go,19,6,False,False
CKAP2L,go,20,15,False,False
PSD4,go,20,6,False,False
SLC35F5,go,20,15,False,False
AC110769.2,go,0,0,True,False
ACTR3,go,20,23,False,True
AC009404.1,go,0,0,True,False
CCDC93,go,20,15,False,False
INSIG2,go,20,2,False,False
PTPN4,go,20,16,False,False
EPB41L5,go,20,0,False,False
RALB,go,20,10,False,False
CLASP1,go,20,1,False,False
NIFK-AS1,go,0,0,True,False
GYPC,go,20,77,False,False
MAP3K2,go,20,97,False,False
MYO7B,go,0,0,True,False
LIMS2,go,0,0,True,False
SFT2D3,go,20,8,False,False
AMMECR1L,go,0,0,True,False
UGGT1,go,20,11,False,False
HS6ST1,go,20,2,False,True
CCDC115,go,20,5,False,True
FAM168B,go,20,33,False,False
PLEKHB2,go,18,2,False,False
MGAT5,go,20,12,False,False
CCNT2,go,20,7,False,False
RAB3GAP1,go,20,4,False,False
AC011893.1,go,0,0,True,False
MCM6,go,20,17,False,True
CXCR4,go,0,0,True,False
ARHGAP15,go,0,0,True,False
MBD5,go,20,2,False,False
EPC2,go,20,15,False,False
RIF1,go,20,3,False,False
STAM2,go,20,35,False,False
ARL6IP6,go,17,56,False,True
BAZ2B,go,20,70,False,False
MARCH7,go,20,0,False,False
RBMS1,go,20,10,False,False
TANK,go,20,2,False,False
LINC01806,go,0,0,True,False
IFIH1,go,0,0,True,False
SCN3A,go,0,0,True,False
TTC21B,go,20,3,False,False
STK39,go,0,0,True,False
CERS6,go,20,47,False,False
SPC25,go,20,29,False,True
KLHL23,go,20,0,False,False
UBR3,go,20,18,False,False
TLK1,go,20,48,False,False
METTL8,go,20,3,False,False
DYNC1I2,go,20,17,False,True
HAT1,go,20,11,False,False
ITGA6,go,0,0,True,False
CDCA7,go,20,81,False,False
SP3,go,20,8,False,False
CIR1,go,20,8,False,False
GPR155,go,0,0,True,False
WIPF1,go,20,10,False,False
ATF2,go,6,1,False,False
HNRNPA3,go,20,25,False,False
AGPS,go,20,14,False,False
PLEKHA3,go,20,8,False,False
TTN-AS1,go,0,0,True,False
SESTD1,go,0,0,True,False
CWC22,go,20,83,False,True
LINC01934,go,0,0,True,False
ITGA4,go,0,0,True,False
ITPRID2,go,20,19,False,False
DNAJC10,go,20,11,False,False
ITGAV,go,6,4,False,False
SLC40A1,go,20,3,False,False
MFSD6,go,17,137,False,False
GLS,go,20,1,False,False
STAT1,go,20,1,False,False
MYO1B,go,0,0,True,False
NABP1,go,20,42,False,False
SLC39A10,go,3,0,False,True
STK17B,go,20,23,False,False
PGAP1,go,0,0,True,False
ANKRD44,go,0,0,True,False
SF3B1,go,20,18,False,True
COQ10B,go,20,16,False,False
HSPD1,go,20,8,False,True
HSPE1,go,20,41,False,True
TYW5,go,20,1,False,False
KCTD18,go,0,0,True,False
SGO2,go,20,17,False,False
BZW1,go,20,13,False,False
CLK1,go,20,1,False,False
FAM126B,go,20,44,False,False
CFLAR,go,6,5,False,False
CASP10,go,20,8,False,False
CASP8,go,10,6,False,False
TRAK2,go,0,0,True,False
ALS2,go,20,6,False,False
BMPR2,go,2,2,False,False
FAM117B,go,20,67,False,False
ICA1L,go,0,0,True,False
CARF,go,18,1,False,True
NBEAL1,go,20,8,False,True
ABI2,go,20,12,False,False
CD28,go,0,0,True,False
INO80D,go,20,14,False,True
EEF1B2,go,20,47,False,True
CREB1,go,20,2,False,False
CCNYL1,go,0,0,True,False
IDH1,go,20,8,False,False
PIKFYVE,go,20,1,False,False
IKZF2,go,17,29,False,False
BARD1,go,20,3,False,True
RPL37A,go,20,78,False,True
IGFBP2,go,16,2,False,False
ARPC2,go,20,15,False,True
CTDSP1,go,20,9,False,False
USP37,go,20,36,False,True
ZFAND2B,go,20,4,False,False
ANKZF1,go,18,25,False,False
STK16,go,20,41,False,False
TUBA4A,go,20,54,False,False
DNAJB2,go,0,0,True,False
ACSL3,go,20,5,False,False
WDFY1,go,20,12,False,False
CUL3,go,20,4,False,True
DOCK10,go,0,0,True,False
RHBDD1,go,20,6,False,False
AGFG1,go,20,18,False,False
TRIP12,go,20,23,False,False
SP110,go,19,36,False,False
SP140L,go,17,13,False,False
SP100,go,20,4,False,False
CAB39,go,20,6,False,False
ITM2C,go,20,29,False,False
ARMC9,go,0,0,True,False
NCL,go,20,2,False,True
PTMA,go,20,42,False,True
TIGD1,go,20,83,False,True
GIGYF2,go,20,0,False,False
INPP5D,go,0,0,True,False
ATG16L1,go,20,8,False,False
DGKD,go,20,5,False,False
HJURP,go,20,6,False,True
ARL4C,go,0,0,True,False
LRRFIP1,go,20,26,False,False
UBE2F,go,20,14,False,False
HES6,go,17,18,False,False
PER2,go,0,0,True,False
TRAF3IP1,go,20,13,False,False
HDAC4,go,0,0,True,False
DUSP28,go,14,6,False,False
RNPEPL1,go,20,6,False,False
CAPN10-DT,go,0,0,True,False
MTERF4,go,0,0,True,False
HDLBP,go,20,30,False,False
SEPTIN2,go,20,9,False,False
DTYMK,go,20,7,False,True
ING5,go,20,13,False,False
CRBN,go,20,17,False,False
ITPR1,go,20,3,False,False
ARL8B,go,20,10,False,False
EDEM1,go,20,8,False,False
RAD18,go,20,17,False,False
SRGAP3,go,0,0,True,False
THUMPD3-AS1,go,0,0,True,False
SETD5,go,20,1,False,True
BRPF1,go,20,6,False,False
OGG1,go,20,3,False,False
TADA3,go,20,17,False,True
ARPC4,go,20,12,False,True
TTLL3,go,20,0,False,False
FANCD2,go,20,1,False,False
VHL,go,20,3,False,True
TATDN2,go,20,3,False,False
VGLL4,go,20,1,False,False
IQSEC1,go,20,2,False,False
FBLN2,go,0,0,True,False
TMEM43,go,20,4,False,False
XPC,go,20,4,False,False
CCDC174,go,20,202,False,True
FGD5-AS1,go,0,0,True,False
NR2C2,go,20,36,False,False
CAPN7,go,20,10,False,False
SH3BP5,go,20,3,False,False
EAF1,go,20,10,False,False
ANKRD28,go,20,266,False,False
RFTN1,go,0,0,True,False
PLCL2,go,20,0,False,False
TBC1D5,go,20,14,False,False
SATB1,go,19,28,False,False
SATB1-AS1,go,0,0,True,False
RAB5A,go,20,10,False,False
SGO1,go,20,16,False,False
UBE2E2,go,0,0,True,False
NR1D2,go,19,20,False,False
TOP2B,go,20,1,False,False
SLC4A7,go,18,10,False,False
AZI2,go,20,0,False,False
TGFBR2,go,4,3,False,False
STT3B,go,20,18,False,True
CMTM6,go,20,39,False,False
CNOT10,go,20,16,False,True
UBP1,go,17,97,False,False
